label	LibraryThing_URI	DBpedia16_URI
The Monkey's Paw [Oxford Bookworms]	https://www.librarything.com/work/7914229	
The Folk of the Air	https://www.librarything.com/work/134055	
Dark Horse (2002)	https://www.librarything.com/work/37200	
EyeLeash: A Blog Novel	https://www.librarything.com/work/8663176	
Northwest Corner	https://www.librarything.com/work/11054835	
De gelukkige klas (1926)	https://www.librarything.com/work/3742099	
Checkmate	https://www.librarything.com/work/3136287	
Breaking the Spell: Religion as a Natural Phenomenon (2006)	https://www.librarything.com/work/176260	http://dbpedia.org/resource/Breaking_the_Spell:_Religion_as_a_Natural_Phenomenon
The Servants of Twilight (1984)	https://www.librarything.com/work/46137	http://dbpedia.org/resource/The_Servants_of_Twilight
Hetalia: Axis Powers, Volume 1	https://www.librarything.com/work/9927116	
The Innocent	https://www.librarything.com/work/7125	http://dbpedia.org/resource/The_Innocent_Mage
The Book of Dave: a revelation of the recent past and the distant future (2006)	https://www.librarything.com/work/752948	http://dbpedia.org/resource/The_Book_of_Dave
The Mysterious Island (1874)	https://www.librarything.com/work/183845	http://dbpedia.org/resource/The_Mysterious_Island
The Evenings	https://www.librarything.com/work/90812	
The Hummingbird's Daughter (2005)	https://www.librarything.com/work/38990	
The Shadow Patrol	https://www.librarything.com/work/11724221	
The Complete Tales of Uncle Remus (1955)	https://www.librarything.com/work/24421	
Shadowmagic	https://www.librarything.com/work/6252731	
Address Unknown (1938)	https://www.librarything.com/work/3268	
A Princess of Roumania (2005)	https://www.librarything.com/work/51217	
The Dragonriders of Pern	https://www.librarything.com/work/2463615	
Of All the Stupid Things	https://www.librarything.com/work/8363495	
Foreigners	https://www.librarything.com/work/3386686	
The Spectator Bird (1976)	https://www.librarything.com/work/83906	
Festpredigten: Twenty Festival Sermons, 1897-1902	https://www.librarything.com/work/11372487	
Afterlight	https://www.librarything.com/work/9717015	
Socialism Is Great!: A Worker’s Memoir of the New China (2008)	https://www.librarything.com/work/10155079	
The Secret Teachings of All Ages (1928)	https://www.librarything.com/work/66350	
Taken (2009)	https://www.librarything.com/work/8446661	
Nemesis: The Battle for Japan, 1944-45 (2007)	https://www.librarything.com/work/4090784	
True Believer (2001)	https://www.librarything.com/work/124758	http://dbpedia.org/resource/The_True_Believer
A Wrinkle in Time: The Graphic Novel	https://www.librarything.com/work/12738093	
Velveteen	https://www.librarything.com/work/12249428	
90 Classic Books for People in a Hurry	https://www.librarything.com/work/4165919	
The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for… (2003)	https://www.librarything.com/work/30960	
The Summer of 1787: The Men Who Invented the Constitution	https://www.librarything.com/work/2727407	
The Killing of Worlds	https://www.librarything.com/work/134082	http://dbpedia.org/resource/The_Killing_of_Worlds
Noises Off (1982)	https://www.librarything.com/work/207044	
The Poison Apples (2007)	https://www.librarything.com/work/3509890	
River, Cross My Heart (1999)	https://www.librarything.com/work/4503	http://dbpedia.org/resource/River,_Cross_My_Heart
Brooklyn Zoo: The Education of a Psychotherapist	https://www.librarything.com/work/12333979	
Rainbow High	https://www.librarything.com/work/3082052	http://dbpedia.org/resource/Rainbow_High
The Chef (2010)	https://www.librarything.com/work/9519386	
Big Nate Strikes Again	https://www.librarything.com/work/10392993	
Max's Words	https://www.librarything.com/work/1337014	
Puppet	https://www.librarything.com/work/5940676	
Savage Lands	https://www.librarything.com/work/9209209	
As Above, So Below: A Novel of Peter Bruegel	https://www.librarything.com/work/259286	
The Girl from Foreign: A Search for Shipwrecked Ancestors, Forgotten…	https://www.librarything.com/work/5546942	
The Last Priestess	https://www.librarything.com/work/13504600	
In My Hands: Memories of a Holocaust Rescuer (1999)	https://www.librarything.com/work/111911	
Wabi Sabi (2008)	https://www.librarything.com/work/5294163	
The Castle in the Pyrenees (2008)	https://www.librarything.com/work/7854714	
Over	https://www.librarything.com/work/2840734	
Sir Gawain and the Green Knight / Pearl / Sir Orfeo	https://www.librarything.com/work/120931	
Four Quartets (1943)	https://www.librarything.com/work/12831	http://dbpedia.org/resource/Four_Quartets
Park Songs: A Poem/Play	https://www.librarything.com/work/12863921	
The Ice Chorus	https://www.librarything.com/work/1378663	
The Misremembered Man	https://www.librarything.com/work/4662953	
Other Kingdoms (2011)	https://www.librarything.com/work/11055298	
English Toss on Planet Andong	https://www.librarything.com/work/7720998	
Birth of a Killer (2010)	https://www.librarything.com/work/9807967	
Oroonoko (1688)	https://www.librarything.com/work/50959	
African American Firsts: Famous Little-Known and Unsung Triumphs of Blacks…	https://www.librarything.com/work/3179250	
The Darling Dahlias and the Naked Ladies	https://www.librarything.com/work/10749750	
The Last Friend (2004)	https://www.librarything.com/work/1204194	
The Walking Drum (1984)	https://www.librarything.com/work/56229	http://dbpedia.org/resource/The_Walking_Drum
Kamishibai Man	https://www.librarything.com/work/621358	
Low Man	https://www.librarything.com/work/5957867	
The Book of the Courtier (1528)	https://www.librarything.com/work/45760	http://dbpedia.org/resource/The_Book_of_the_Courtier
Darker After Midnight	https://www.librarything.com/work/10735645	
The Twin's Daughter (2010)	https://www.librarything.com/work/9980558	
Mistress of Dragons (2003)	https://www.librarything.com/work/47332	
The Well-Educated Mind: A Guide to the Classical Education You Never Had	https://www.librarything.com/work/50656	
Black Order	https://www.librarything.com/work/1098777	http://dbpedia.org/resource/Black_Order_(James_Rollins)
The Disheveled Dictionary: A Curious Caper Through Our Sumptuous Lexicon (1997)	https://www.librarything.com/work/80733	
Rule of the Bone (1995)	https://www.librarything.com/work/7765	http://dbpedia.org/resource/Rule_of_the_Bone
Harrowing the Dragon	https://www.librarything.com/work/47527	
Doctor Fischer of Geneva or the Bomb Party (1980)	https://www.librarything.com/work/69615	http://dbpedia.org/resource/Doctor_Fischer_of_Geneva
Faith of My Fathers	https://www.librarything.com/work/7522	http://dbpedia.org/resource/Faith_of_My_Fathers
Flutter	https://www.librarything.com/work/10037520	
Bingo's Big Adventure	https://www.librarything.com/work/9999444	
Timmy Failure: Mistakes Were Made (2013)	https://www.librarything.com/work/12911168	
The Deadly Sister	https://www.librarything.com/work/9709008	
The Switch	https://www.librarything.com/work/706151	
The Golden Age (2002)	https://www.librarything.com/work/5941743	
Green Philanthropy for Families: 160 Simple Earth Honoring Gifts, Actions,…	https://www.librarything.com/work/9992682	
The Mercy Seller	https://www.librarything.com/work/1920570	
George Washington's Socks (Time Travel Adventure)	https://www.librarything.com/work/709270	
Evans Above (1997)	https://www.librarything.com/work/144620	
His Excellency: George Washington (2004)	https://www.librarything.com/work/3344	http://dbpedia.org/resource/His_Excellency:_George_Washington
Read My Pins: Stories from a Diplomat's Jewel Box (2009)	https://www.librarything.com/work/8896322	
The Longed Tales: The Chained King and the Castle of Mystery (2010)	https://www.librarything.com/work/10578754	
Hippolyte's Island: An Illustrated Novel	https://www.librarything.com/work/38930	
Secrets of Sound: Studying the Calls and Songs of Whales, Elephants, and…	https://www.librarything.com/work/4309101	
The Book of Jonas	https://www.librarything.com/work/11819165	
Silent Partner (1989)	https://www.librarything.com/work/60643	
Practical Ethics in Sport Management	https://www.librarything.com/work/11458553	
The Sign and the Seal: The quest for the lost Ark of the Covenant	https://www.librarything.com/work/66405	
Hell Phone	https://www.librarything.com/work/1149586	
The Daring Book for Girls (2007)	https://www.librarything.com/work/3883629	
Notting Hill [film novelization]	https://www.librarything.com/work/2965975	
The Time Machine / The Invisible Man	https://www.librarything.com/work/27209	
Boost	https://www.librarything.com/work/5740269	
Blott on the Landscape (1975)	https://www.librarything.com/work/115255	
Why New Orleans Matters	https://www.librarything.com/work/84416	
Vicious Circle	https://www.librarything.com/work/8074341	
Black Wind	https://www.librarything.com/work/55808	http://dbpedia.org/resource/Black_Wind_(Cussler_novel)
Letters to Kurt	https://www.librarything.com/work/12231337	
Quirkology: The Curious Science Of Everyday Lives (2007)	https://www.librarything.com/work/2955021	
Kingdom Come (1997)	https://www.librarything.com/work/10238204	
The Fall of Rome: And the End of Civilization (2005)	https://www.librarything.com/work/154927	
Rain Brings Frogs: A Little Book of Hope	https://www.librarything.com/work/10430699	
Devil's Punch	https://www.librarything.com/work/10702818	
Keeper of the Lost Cities (2012)	https://www.librarything.com/work/12012199	
The Group (1963)	https://www.librarything.com/work/25913	http://dbpedia.org/resource/The_Group_(novel)
Monsieur, or The Prince of Darkness (1974)	https://www.librarything.com/work/187418	http://dbpedia.org/resource/Monsieur_(novel)
Liver Let Die	https://www.librarything.com/work/11804646	
Life in Prison	https://www.librarything.com/work/323769	
Selected Poems (1991)	https://www.librarything.com/work/14843	http://dbpedia.org/resource/Selected_Poems_1965%25E2%2580%25931975
The Poetry Home Repair Manual: Practical Advice for Beginning Poets (2005)	https://www.librarything.com/work/177574	
Go, Mutants!: A Novel	https://www.librarything.com/work/10016943	
Second Line: Two Short Novels of Love and Cooking in New Orleans	https://www.librarything.com/work/8458432	
The Fat Woman Next Door Is Pregnant	https://www.librarything.com/work/389246	
My Mother She Killed Me, My Father He Ate Me: Forty New Fairy Tales (2010)	https://www.librarything.com/work/10331373	
The Gas We Pass: The Story of Farts (1983)	https://www.librarything.com/work/169497	
A Life Decoded (2007)	https://www.librarything.com/work/3917936	
Flourish: Discover the Daily Joy of Abundant, Vibrant Living	https://www.librarything.com/work/10257143	
The Silent Boy	https://www.librarything.com/work/501058	
Flying Changes	https://www.librarything.com/work/349302	
The Truth of the Matter	https://www.librarything.com/work/10415613	
If Beale Street Could Talk (1974)	https://www.librarything.com/work/76725	http://dbpedia.org/resource/If_Beale_Street_Could_Talk
Build a Better Life by Stealing Office Supplies (1991)	https://www.librarything.com/work/61918	
Grunts! (1992)	https://www.librarything.com/work/48674	http://dbpedia.org/resource/Grunts!
Hannah Coulter (2004)	https://www.librarything.com/work/17182	
Iraq Through A Bullet Hole: A Civilian Returns Home	https://www.librarything.com/work/5979949	
Would You Rather... (1978)	https://www.librarything.com/work/634861	
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux (1932)	https://www.librarything.com/work/3251626	http://dbpedia.org/resource/Black_Elk_Speaks
Count Karlstein	https://www.librarything.com/work/126057	
Unspoken: A Story From the Underground Railroad (2012)	https://www.librarything.com/work/13073099	
"Spirited: A Retelling of ""Beauty and the Beast"""	https://www.librarything.com/work/632388	
I Can Read With My Eyes Shut! (1978)	https://www.librarything.com/work/73092	
Nights of Villjamur (2009)	https://www.librarything.com/work/7136051	
The Secret-Keeper (2006)	https://www.librarything.com/work/1777367	
The Good Priest's Son: A Novel (2005)	https://www.librarything.com/work/411924	
The Cinder-Eyed Cats	https://www.librarything.com/work/96156	
Hoop Genius: How a Desperate Teacher and a Rowdy Gym Class Invented…	https://www.librarything.com/work/13371305	
Circle Dogs (1998)	https://www.librarything.com/work/1086030	
How Much for Just the Planet? (1987)	https://www.librarything.com/work/59117	http://dbpedia.org/resource/How_Much_for_Just_the_Planet%3F
The Road to Rescue: The Untold Story of Schindler's List	https://www.librarything.com/work/6238705	
Circle Games Level 2 (Cambridge English Readers)	https://www.librarything.com/work/3393676	
Moondial (1987)	https://www.librarything.com/work/122497	
Red ruby heart in a cold blue sea	https://www.librarything.com/work/10359324	
Random Magic	https://www.librarything.com/work/8940045	
Sweetie	https://www.librarything.com/work/10609102	
With This Ring	https://www.librarything.com/work/40450	http://dbpedia.org/resource/The_Fellowship_of_the_Ring
